pic,title,text
http://bmob.wxiou.cn/2021/06/16/d10dfa76400f3644809e9f874adfe0fe.jpg,广东河源国土资源局——革命传统教育,2017年7月22日，广东河源国土资源局 在遵义会议纪念馆进行红色文化革命传统教育活动。
